game_id,date,player_id,name,ab,h,running_total_ab,running_total_h
15,1998-04-01,7290,"Chuck Knoblauch",3,0,3,0
15,1998-04-01,6625,"Derek Jeter",4,0,4,0
15,1998-04-01,11038,"Tim Raines Sr",2,2,2,2
15,1998-04-01,1589,"Scott Brosius",4,0,4,0
15,1998-04-01,13043,"Darryl Strawberry",4,0,4,0
15,1998-04-01,10834,"Jorge Posada",3,0,3,0
15,1998-04-01,14474,"Bernie F Williams",2,0,2,0
15,1998-04-01,8493,"Tino Martinez",3,0,3,0
15,1998-04-01,10084,"Paul O'Neill",3,0,3,0
26,1998-04-02,10834,"Jorge Posada",3,2,6,2
26,1998-04-02,14474,"Bernie F Williams",4,2,6,2
26,1998-04-02,8493,"Tino Martinez",4,2,7,2
26,1998-04-02,10084,"Paul O'Neill",4,0,7,0
26,1998-04-02,7290,"Chuck Knoblauch",4,1,7,1
26,1998-04-02,6625,"Derek Jeter",4,1,8,1
26,1998-04-02,11038,"Tim Raines Sr",4,2,6,4
26,1998-04-02,1589,"Scott Brosius",3,0,7,0
26,1998-04-02,13043,"Darryl Strawberry",4,0,8,0
42,1998-04-03,6625,"Derek Jeter",5,1,13,2
42,1998-04-03,11038,"Tim Raines Sr",4,2,10,6
42,1998-04-03,7290,"Chuck Knoblauch",5,1,12,2
42,1998-04-03,1589,"Scott Brosius",5,0,12,0
42,1998-04-03,13043,"Darryl Strawberry",3,0,11,0
42,1998-04-03,10834,"Jorge Posada",3,0,9,2
42,1998-04-03,14474,"Bernie F Williams",4,3,10,5
42,1998-04-03,8493,"Tino Martinez",2,0,9,2
42,1998-04-03,10084,"Paul O'Neill",5,2,12,2
57,1998-04-04,10084,"Paul O'Neill",6,1,18,3
57,1998-04-04,3002,"Chad Curtis",3,1,3,1
57,1998-04-04,6625,"Derek Jeter",4,2,17,4
57,1998-04-04,11038,"Tim Raines Sr",2,1,12,7
57,1998-04-04,7290,"Chuck Knoblauch",6,3,18,5
57,1998-04-04,1589,"Scott Brosius",4,1,16,1
57,1998-04-04,13043,"Darryl Strawberry",4,0,15,0
57,1998-04-04,10834,"Jorge Posada",5,2,14,4
57,1998-04-04,14474,"Bernie F Williams",6,2,16,7
57,1998-04-04,8493,"Tino Martinez",4,0,13,2
72,1998-04-05,1589,"Scott Brosius",6,3,22,4
72,1998-04-05,13043,"Darryl Strawberry",5,3,20,3
72,1998-04-05,10834,"Jorge Posada",6,3,20,7
72,1998-04-05,14474,"Bernie F Williams",5,1,21,8
72,1998-04-05,8493,"Tino Martinez",5,3,18,5
72,1998-04-05,10084,"Paul O'Neill",6,3,24,6
72,1998-04-05,3002,"Chad Curtis",0,0,3,1
72,1998-04-05,6625,"Derek Jeter",5,1,22,5
72,1998-04-05,11038,"Tim Raines Sr",3,1,15,8
72,1998-04-05,7290,"Chuck Knoblauch",6,2,24,7
85,1998-04-06,3002,"Chad Curtis",0,0,3,1
85,1998-04-06,6625,"Derek Jeter",3,1,25,6
85,1998-04-06,11038,"Tim Raines Sr",5,3,20,11
85,1998-04-06,7290,"Chuck Knoblauch",6,2,30,9
85,1998-04-06,1589,"Scott Brosius",5,2,27,6
85,1998-04-06,13043,"Darryl Strawberry",6,2,26,5
85,1998-04-06,10834,"Jorge Posada",5,4,25,11
85,1998-04-06,13191,"Dale Sveum",1,0,1,0
85,1998-04-06,14474,"Bernie F Williams",5,0,26,8
85,1998-04-06,8493,"Tino Martinez",5,2,23,7
85,1998-04-06,10084,"Paul O'Neill",5,2,29,8
94,1998-04-07,14474,"Bernie F Williams",2,1,28,9
94,1998-04-07,10084,"Paul O'Neill",3,1,32,9
94,1998-04-07,4895,"Joe Girardi",4,0,4,0
94,1998-04-07,3002,"Chad Curtis",0,0,3,1
94,1998-04-07,6625,"Derek Jeter",5,1,30,7
94,1998-04-07,11038,"Tim Raines Sr",3,1,23,12
94,1998-04-07,7290,"Chuck Knoblauch",3,0,33,9
94,1998-04-07,12691,"Luis Sojo",4,0,4,0
94,1998-04-07,1589,"Scott Brosius",3,2,30,8
94,1998-04-07,13043,"Darryl Strawberry",2,0,28,5
107,1998-04-08,11038,"Tim Raines Sr",1,0,24,12
107,1998-04-08,7290,"Chuck Knoblauch",4,0,37,9
107,1998-04-08,8493,"Tino Martinez",4,2,27,9
107,1998-04-08,1589,"Scott Brosius",4,0,34,8
107,1998-04-08,13043,"Darryl Strawberry",4,0,32,5
107,1998-04-08,14474,"Bernie F Williams",4,0,32,9
107,1998-04-08,10084,"Paul O'Neill",3,1,35,10
107,1998-04-08,3002,"Chad Curtis",3,2,6,3
107,1998-04-08,6625,"Derek Jeter",4,2,34,9
107,1998-04-08,10834,"Jorge Posada",4,2,29,13
129,1998-04-10,6625,"Derek Jeter",5,2,39,11
129,1998-04-10,10834,"Jorge Posada",4,2,33,15
129,1998-04-10,11038,"Tim Raines Sr",3,1,27,13
129,1998-04-10,7290,"Chuck Knoblauch",4,0,41,9
129,1998-04-10,8493,"Tino Martinez",3,2,30,11
129,1998-04-10,1589,"Scott Brosius",4,1,38,9
129,1998-04-10,13043,"Darryl Strawberry",4,1,36,6
129,1998-04-10,14474,"Bernie F Williams",4,1,36,10
129,1998-04-10,10084,"Paul O'Neill",3,0,38,10
144,1998-04-12,14474,"Bernie F Williams",4,3,43,15
144,1998-04-12,10084,"Paul O'Neill",4,2,46,13
144,1998-04-12,6625,"Derek Jeter",5,2,48,13
144,1998-04-12,10834,"Jorge Posada",3,1,36,16
144,1998-04-12,11038,"Tim Raines Sr",2,0,32,15
144,1998-04-12,7290,"Chuck Knoblauch",5,2,50,12
144,1998-04-12,8493,"Tino Martinez",4,0,38,13
144,1998-04-12,1589,"Scott Brosius",4,2,45,11
144,1998-04-12,13043,"Darryl Strawberry",5,1,45,8
159,1998-04-12,6625,"Derek Jeter",4,0,48,13
159,1998-04-12,11038,"Tim Raines Sr",3,2,32,15
159,1998-04-12,7290,"Chuck Knoblauch",4,1,50,12
159,1998-04-12,8493,"Tino Martinez",4,2,38,13
159,1998-04-12,1589,"Scott Brosius",3,0,45,11
159,1998-04-12,3002,"Chad Curtis",0,0,6,3
159,1998-04-12,13043,"Darryl Strawberry",4,1,45,8
159,1998-04-12,14474,"Bernie F Williams",3,2,43,15
159,1998-04-12,10084,"Paul O'Neill",4,1,46,13
159,1998-04-12,4895,"Joe Girardi",4,1,8,1
174,1998-04-13,10084,"Paul O'Neill",4,1,50,14
174,1998-04-13,10834,"Jorge Posada",4,1,40,17
174,1998-04-13,6625,"Derek Jeter",5,1,53,14
174,1998-04-13,11038,"Tim Raines Sr",4,1,36,16
174,1998-04-13,7290,"Chuck Knoblauch",4,1,54,13
174,1998-04-13,8493,"Tino Martinez",2,1,40,14
174,1998-04-13,1589,"Scott Brosius",3,1,48,12
174,1998-04-13,3002,"Chad Curtis",0,0,6,3
174,1998-04-13,13043,"Darryl Strawberry",3,2,48,10
174,1998-04-13,14474,"Bernie F Williams",4,2,47,17
188,1998-04-14,1589,"Scott Brosius",3,1,51,13
188,1998-04-14,3002,"Chad Curtis",3,0,9,3
188,1998-04-14,13043,"Darryl Strawberry",3,1,51,11
188,1998-04-14,14474,"Bernie F Williams",3,0,50,17
188,1998-04-14,10084,"Paul O'Neill",3,1,53,15
188,1998-04-14,10834,"Jorge Posada",4,0,44,17
188,1998-04-14,6625,"Derek Jeter",3,2,56,16
188,1998-04-14,7290,"Chuck Knoblauch",4,1,58,14
188,1998-04-14,8493,"Tino Martinez",2,0,42,14
201,1998-04-15,6625,"Derek Jeter",3,1,59,17
201,1998-04-15,7290,"Chuck Knoblauch",5,2,63,16
201,1998-04-15,8493,"Tino Martinez",3,1,45,15
201,1998-04-15,1589,"Scott Brosius",4,1,55,14
201,1998-04-15,3002,"Chad Curtis",0,0,9,3
201,1998-04-15,13043,"Darryl Strawberry",3,0,54,11
201,1998-04-15,14474,"Bernie F Williams",4,1,54,18
201,1998-04-15,10084,"Paul O'Neill",3,1,56,16
201,1998-04-15,10834,"Jorge Posada",4,1,48,18
201,1998-04-15,11038,"Tim Raines Sr",2,2,38,18
224,1998-04-17,14474,"Bernie F Williams",2,0,56,18
224,1998-04-17,10084,"Paul O'Neill",4,1,60,17
224,1998-04-17,10834,"Jorge Posada",3,1,51,19
224,1998-04-17,11038,"Tim Raines Sr",3,0,41,18
224,1998-04-17,6625,"Derek Jeter",4,3,63,20
224,1998-04-17,7290,"Chuck Knoblauch",5,2,68,18
224,1998-04-17,8493,"Tino Martinez",4,1,49,16
224,1998-04-17,1589,"Scott Brosius",4,1,59,15
224,1998-04-17,3002,"Chad Curtis",0,0,9,3
224,1998-04-17,13043,"Darryl Strawberry",3,0,57,11
239,1998-04-18,7290,"Chuck Knoblauch",4,2,72,20
239,1998-04-18,8493,"Tino Martinez",5,4,54,20
239,1998-04-18,1589,"Scott Brosius",3,1,62,16
239,1998-04-18,3002,"Chad Curtis",0,0,9,3
239,1998-04-18,13043,"Darryl Strawberry",4,2,61,13
239,1998-04-18,14474,"Bernie F Williams",4,0,60,18
239,1998-04-18,10084,"Paul O'Neill",5,3,65,20
239,1998-04-18,10834,"Jorge Posada",5,2,56,21
239,1998-04-18,11038,"Tim Raines Sr",3,1,44,19
239,1998-04-18,6625,"Derek Jeter",5,1,68,21
254,1998-04-19,11038,"Tim Raines Sr",4,1,48,20
254,1998-04-19,6625,"Derek Jeter",3,2,71,23
254,1998-04-19,7290,"Chuck Knoblauch",5,3,77,23
254,1998-04-19,8493,"Tino Martinez",5,1,59,21
254,1998-04-19,1589,"Scott Brosius",5,3,67,19
254,1998-04-19,3002,"Chad Curtis",0,0,9,3
254,1998-04-19,13043,"Darryl Strawberry",5,1,66,14
254,1998-04-19,14474,"Bernie F Williams",4,0,64,18
254,1998-04-19,10084,"Paul O'Neill",5,2,70,22
254,1998-04-19,10834,"Jorge Posada",4,2,60,23
269,1998-04-20,13191,"Dale Sveum",0,0,1,0
269,1998-04-20,14474,"Bernie F Williams",6,2,70,20
269,1998-04-20,10084,"Paul O'Neill",6,1,76,23
269,1998-04-20,10834,"Jorge Posada",6,1,66,24
269,1998-04-20,11038,"Tim Raines Sr",1,1,49,21
269,1998-04-20,6625,"Derek Jeter",6,4,77,27
269,1998-04-20,7290,"Chuck Knoblauch",6,2,83,25
269,1998-04-20,8493,"Tino Martinez",4,2,63,23
269,1998-04-20,1589,"Scott Brosius",5,1,72,20
269,1998-04-20,3002,"Chad Curtis",6,0,15,3
269,1998-04-20,13043,"Darryl Strawberry",5,1,71,15
275,1998-04-21,6625,"Derek Jeter",6,3,83,30
275,1998-04-21,7290,"Chuck Knoblauch",3,1,86,26
275,1998-04-21,8493,"Tino Martinez",4,1,67,24
275,1998-04-21,1589,"Scott Brosius",4,2,76,22
275,1998-04-21,3002,"Chad Curtis",0,0,15,3
275,1998-04-21,13043,"Darryl Strawberry",5,3,76,18
275,1998-04-21,14474,"Bernie F Williams",6,2,76,22
275,1998-04-21,10084,"Paul O'Neill",6,3,82,26
275,1998-04-21,10834,"Jorge Posada",4,0,70,24
275,1998-04-21,11038,"Tim Raines Sr",2,0,51,21
288,1998-04-22,10084,"Paul O'Neill",4,0,86,26
288,1998-04-22,10834,"Jorge Posada",3,1,73,25
288,1998-04-22,11038,"Tim Raines Sr",2,1,53,22
288,1998-04-22,6625,"Derek Jeter",3,1,86,31
288,1998-04-22,7290,"Chuck Knoblauch",4,0,90,26
288,1998-04-22,8493,"Tino Martinez",5,1,72,25
288,1998-04-22,1589,"Scott Brosius",3,0,79,22
288,1998-04-22,3002,"Chad Curtis",0,0,15,3
288,1998-04-22,13043,"Darryl Strawberry",4,1,80,19
288,1998-04-22,14474,"Bernie F Williams",4,2,80,24
317,1998-04-24,1589,"Scott Brosius",4,1,83,23
317,1998-04-24,3002,"Chad Curtis",0,0,15,3
317,1998-04-24,13043,"Darryl Strawberry",4,2,84,21
317,1998-04-24,14474,"Bernie F Williams",5,2,85,26
317,1998-04-24,10084,"Paul O'Neill",5,1,91,27
317,1998-04-24,10834,"Jorge Posada",4,1,77,26
317,1998-04-24,11038,"Tim Raines Sr",4,1,57,23
317,1998-04-24,6625,"Derek Jeter",5,1,91,32
317,1998-04-24,7290,"Chuck Knoblauch",3,0,93,26
317,1998-04-24,8493,"Tino Martinez",4,2,76,27
332,1998-04-25,6625,"Derek Jeter",5,1,96,33
332,1998-04-25,7290,"Chuck Knoblauch",3,2,96,28
332,1998-04-25,8493,"Tino Martinez",3,0,79,27
332,1998-04-25,1589,"Scott Brosius",3,0,86,23
332,1998-04-25,3002,"Chad Curtis",0,0,15,3
332,1998-04-25,1817,"Homer Bush",1,0,1,0
332,1998-04-25,13043,"Darryl Strawberry",4,1,88,22
332,1998-04-25,14474,"Bernie F Williams",5,5,90,31
332,1998-04-25,10084,"Paul O'Neill",5,3,96,30
332,1998-04-25,10834,"Jorge Posada",4,1,81,27
332,1998-04-25,11038,"Tim Raines Sr",4,1,61,24
347,1998-04-26,14474,"Bernie F Williams",4,1,94,32
347,1998-04-26,10084,"Paul O'Neill",4,1,100,31
347,1998-04-26,10834,"Jorge Posada",3,2,84,29
347,1998-04-26,6625,"Derek Jeter",4,0,100,33
347,1998-04-26,7290,"Chuck Knoblauch",3,1,99,29
347,1998-04-26,8493,"Tino Martinez",4,0,83,27
347,1998-04-26,1589,"Scott Brosius",4,0,90,23
347,1998-04-26,3002,"Chad Curtis",4,1,19,4
347,1998-04-26,13043,"Darryl Strawberry",4,1,92,23
360,1998-04-28,7290,"Chuck Knoblauch",4,1,106,32
360,1998-04-28,8493,"Tino Martinez",4,1,91,30
360,1998-04-28,1589,"Scott Brosius",3,2,96,25
360,1998-04-28,13043,"Darryl Strawberry",3,1,99,26
360,1998-04-28,11038,"Tim Raines Sr",3,1,67,25
360,1998-04-28,14474,"Bernie F Williams",4,0,102,35
360,1998-04-28,10084,"Paul O'Neill",3,0,107,32
360,1998-04-28,10834,"Jorge Posada",3,0,87,29
360,1998-04-28,6625,"Derek Jeter",3,1,107,34
373,1998-04-28,4895,"Joe Girardi",3,0,11,1
373,1998-04-28,12691,"Luis Sojo",1,1,5,1
373,1998-04-28,3002,"Chad Curtis",0,0,19,4
373,1998-04-28,6625,"Derek Jeter",4,0,107,34
373,1998-04-28,7290,"Chuck Knoblauch",3,2,106,32
373,1998-04-28,8493,"Tino Martinez",4,2,91,30
373,1998-04-28,1589,"Scott Brosius",3,0,96,25
373,1998-04-28,13043,"Darryl Strawberry",4,2,99,26
373,1998-04-28,11038,"Tim Raines Sr",3,0,67,25
373,1998-04-28,14474,"Bernie F Williams",4,3,102,35
373,1998-04-28,10084,"Paul O'Neill",4,1,107,32
387,1998-04-29,11038,"Tim Raines Sr",2,0,69,25
387,1998-04-29,14474,"Bernie F Williams",4,0,106,35
387,1998-04-29,10084,"Paul O'Neill",4,0,111,32
387,1998-04-29,3002,"Chad Curtis",1,0,20,4
387,1998-04-29,6625,"Derek Jeter",4,1,111,35
387,1998-04-29,7290,"Chuck Knoblauch",4,0,110,32
387,1998-04-29,8493,"Tino Martinez",4,3,95,33
387,1998-04-29,1589,"Scott Brosius",3,1,99,26
387,1998-04-29,13043,"Darryl Strawberry",4,2,103,28
387,1998-04-29,10834,"Jorge Posada",4,0,91,29
398,1998-04-30,6625,"Derek Jeter",5,3,116,38
398,1998-04-30,7290,"Chuck Knoblauch",3,0,113,32
398,1998-04-30,8493,"Tino Martinez",4,0,99,33
398,1998-04-30,1589,"Scott Brosius",4,2,103,28
398,1998-04-30,13043,"Darryl Strawberry",4,1,107,29
398,1998-04-30,10834,"Jorge Posada",4,2,95,31
398,1998-04-30,11038,"Tim Raines Sr",4,0,73,25
398,1998-04-30,14474,"Bernie F Williams",3,1,109,36
398,1998-04-30,10084,"Paul O'Neill",2,1,113,33
412,1998-05-01,10084,"Paul O'Neill",5,1,118,34
412,1998-05-01,6625,"Derek Jeter",5,0,121,38
412,1998-05-01,7290,"Chuck Knoblauch",5,3,118,35
412,1998-05-01,8493,"Tino Martinez",4,2,103,35
412,1998-05-01,1589,"Scott Brosius",5,2,108,30
412,1998-05-01,13043,"Darryl Strawberry",5,1,112,30
412,1998-05-01,10834,"Jorge Posada",5,2,100,33
412,1998-05-01,11038,"Tim Raines Sr",4,3,77,28
412,1998-05-01,3002,"Chad Curtis",0,0,20,4
412,1998-05-01,14474,"Bernie F Williams",4,2,113,38
427,1998-05-02,1589,"Scott Brosius",5,3,113,33
427,1998-05-02,13043,"Darryl Strawberry",4,2,116,32
427,1998-05-02,10834,"Jorge Posada",6,1,106,34
427,1998-05-02,11038,"Tim Raines Sr",5,2,82,30
427,1998-05-02,3002,"Chad Curtis",0,0,20,4
427,1998-05-02,14474,"Bernie F Williams",4,1,117,39
427,1998-05-02,10084,"Paul O'Neill",6,3,124,37
427,1998-05-02,6625,"Derek Jeter",6,5,127,43
427,1998-05-02,7290,"Chuck Knoblauch",6,2,124,37
427,1998-05-02,8493,"Tino Martinez",5,1,108,36
442,1998-08-17,13043,"Darryl Strawberry",5,3,412,113
442,1998-08-17,10834,"Jorge Posada",4,3,444,144
442,1998-08-17,3002,"Chad Curtis",0,0,209,59
442,1998-08-17,14474,"Bernie F Williams",5,1,350,116
442,1998-08-17,8493,"Tino Martinez",4,2,482,156
442,1998-08-17,11038,"Tim Raines Sr",5,1,254,78
442,1998-08-17,1589,"Scott Brosius",4,3,465,137
442,1998-08-17,10084,"Paul O'Neill",4,1,509,166
442,1998-08-17,6625,"Derek Jeter",6,3,533,173
442,1998-08-17,7290,"Chuck Knoblauch",6,2,401,125
468,1998-05-05,6625,"Derek Jeter",4,2,131,45
468,1998-05-05,7290,"Chuck Knoblauch",5,1,129,38
468,1998-05-05,8493,"Tino Martinez",4,0,112,36
468,1998-05-05,1589,"Scott Brosius",5,4,118,37
468,1998-05-05,13043,"Darryl Strawberry",5,3,121,35
468,1998-05-05,10834,"Jorge Posada",5,0,111,34
468,1998-05-05,3002,"Chad Curtis",5,3,25,7
468,1998-05-05,14474,"Bernie F Williams",4,2,121,41
468,1998-05-05,10084,"Paul O'Neill",4,1,128,38
483,1998-05-06,3002,"Chad Curtis",0,0,25,7
483,1998-05-06,14474,"Bernie F Williams",5,2,126,43
483,1998-05-06,10084,"Paul O'Neill",6,3,134,41
483,1998-05-06,11038,"Tim Raines Sr",4,1,86,31
483,1998-05-06,6625,"Derek Jeter",6,1,137,46
483,1998-05-06,7290,"Chuck Knoblauch",4,2,133,40
483,1998-05-06,8493,"Tino Martinez",6,2,118,38
483,1998-05-06,1589,"Scott Brosius",4,3,122,40
483,1998-05-06,13043,"Darryl Strawberry",5,3,126,38
483,1998-05-06,10834,"Jorge Posada",4,2,115,36
505,1998-05-08,7290,"Chuck Knoblauch",5,3,138,43
505,1998-05-08,8493,"Tino Martinez",5,1,123,39
505,1998-05-08,1589,"Scott Brosius",4,0,126,40
505,1998-05-08,13043,"Darryl Strawberry",2,0,128,38
505,1998-05-08,10834,"Jorge Posada",4,1,119,37
505,1998-05-08,3002,"Chad Curtis",0,0,25,7
505,1998-05-08,14474,"Bernie F Williams",5,1,131,44
505,1998-05-08,10084,"Paul O'Neill",4,2,138,43
505,1998-05-08,1817,"Homer Bush",2,1,3,1
505,1998-05-08,11038,"Tim Raines Sr",5,3,91,34
505,1998-05-08,6625,"Derek Jeter",6,4,143,50
520,1998-05-09,12755,"Shane Spencer",4,1,4,1
520,1998-05-09,6625,"Derek Jeter",5,2,148,52
520,1998-05-09,7290,"Chuck Knoblauch",4,1,142,44
520,1998-05-09,8493,"Tino Martinez",4,2,127,41
520,1998-05-09,1589,"Scott Brosius",4,1,130,41
520,1998-05-09,10834,"Jorge Posada",4,0,123,37
520,1998-05-09,3002,"Chad Curtis",4,0,29,7
520,1998-05-09,14474,"Bernie F Williams",4,3,135,47
520,1998-05-09,10084,"Paul O'Neill",4,3,142,46
535,1998-05-10,8493,"Tino Martinez",6,3,133,44
535,1998-05-10,3002,"Chad Curtis",4,2,33,9
535,1998-05-10,14474,"Bernie F Williams",4,3,139,50
535,1998-05-10,3145,"Chili Davis",1,0,1,0
535,1998-05-10,10084,"Paul O'Neill",3,1,145,47
535,1998-05-10,12755,"Shane Spencer",4,0,8,1
535,1998-05-10,6625,"Derek Jeter",5,1,153,53
535,1998-05-10,7290,"Chuck Knoblauch",4,4,146,48
535,1998-05-10,7696,"Ricky Ledee",0,0,0,0
535,1998-05-10,1589,"Scott Brosius",6,2,136,43
535,1998-05-10,10834,"Jorge Posada",6,1,129,38
548,1998-05-11,6625,"Derek Jeter",4,1,157,54
548,1998-05-11,7290,"Chuck Knoblauch",4,1,150,49
548,1998-05-11,1589,"Scott Brosius",4,2,140,45
548,1998-05-11,10834,"Jorge Posada",3,1,132,39
548,1998-05-11,8493,"Tino Martinez",3,0,136,44
548,1998-05-11,3002,"Chad Curtis",3,1,36,10
548,1998-05-11,14474,"Bernie F Williams",3,1,142,51
548,1998-05-11,10084,"Paul O'Neill",4,2,149,49
548,1998-05-11,12755,"Shane Spencer",4,2,12,3
560,1998-05-12,10084,"Paul O'Neill",4,1,153,50
560,1998-05-12,12755,"Shane Spencer",4,0,16,3
560,1998-05-12,6625,"Derek Jeter",3,0,160,54
560,1998-05-12,7290,"Chuck Knoblauch",2,0,152,49
560,1998-05-12,1589,"Scott Brosius",4,0,144,45
560,1998-05-12,10834,"Jorge Posada",4,0,136,39
560,1998-05-12,8493,"Tino Martinez",4,1,140,45
560,1998-05-12,3002,"Chad Curtis",4,2,40,12
560,1998-05-12,14474,"Bernie F Williams",4,2,146,53
576,1998-05-13,1589,"Scott Brosius",4,2,148,47
576,1998-05-13,10834,"Jorge Posada",4,1,140,40
576,1998-05-13,8493,"Tino Martinez",3,2,143,47
576,1998-05-13,7696,"Ricky Ledee",3,1,3,1
576,1998-05-13,3002,"Chad Curtis",2,1,42,13
576,1998-05-13,14474,"Bernie F Williams",1,1,147,54
576,1998-05-13,10084,"Paul O'Neill",3,0,156,50
576,1998-05-13,12755,"Shane Spencer",4,2,20,5
576,1998-05-13,6625,"Derek Jeter",5,2,165,56
576,1998-05-13,7290,"Chuck Knoblauch",5,2,157,51
591,1998-05-14,6625,"Derek Jeter",4,2,169,58
591,1998-05-14,7290,"Chuck Knoblauch",4,1,161,52
591,1998-05-14,1589,"Scott Brosius",4,2,152,49
591,1998-05-14,4895,"Joe Girardi",4,1,15,2
591,1998-05-14,8493,"Tino Martinez",4,2,147,49
591,1998-05-14,3002,"Chad Curtis",4,1,46,14
591,1998-05-14,14474,"Bernie F Williams",4,0,151,54
591,1998-05-14,10084,"Paul O'Neill",3,1,159,51
591,1998-05-14,12755,"Shane Spencer",3,0,23,5
607,1998-05-15,3002,"Chad Curtis",4,3,50,17
607,1998-05-15,14474,"Bernie F Williams",3,1,154,55
607,1998-05-15,10084,"Paul O'Neill",4,1,163,52
607,1998-05-15,12755,"Shane Spencer",3,0,26,5
607,1998-05-15,10834,"Jorge Posada",5,3,145,43
607,1998-05-15,6625,"Derek Jeter",4,1,173,59
607,1998-05-15,7290,"Chuck Knoblauch",5,1,166,53
607,1998-05-15,1589,"Scott Brosius",4,1,156,50
607,1998-05-15,8493,"Tino Martinez",3,2,150,51
622,1998-05-16,7290,"Chuck Knoblauch",4,1,170,54
622,1998-05-16,1589,"Scott Brosius",4,3,160,53
622,1998-05-16,8493,"Tino Martinez",4,1,154,52
622,1998-05-16,3002,"Chad Curtis",4,0,54,17
622,1998-05-16,14474,"Bernie F Williams",3,0,157,55
622,1998-05-16,10084,"Paul O'Neill",2,1,165,53
622,1998-05-16,12755,"Shane Spencer",4,0,30,5
622,1998-05-16,10834,"Jorge Posada",4,2,149,45
622,1998-05-16,6625,"Derek Jeter",4,1,177,60
637,1998-05-17,12755,"Shane Spencer",5,0,35,5
637,1998-05-17,10834,"Jorge Posada",5,1,154,46
637,1998-05-17,6625,"Derek Jeter",5,2,182,62
637,1998-05-17,7290,"Chuck Knoblauch",5,1,175,55
637,1998-05-17,1589,"Scott Brosius",4,2,164,55
637,1998-05-17,8493,"Tino Martinez",5,1,159,53
637,1998-05-17,3002,"Chad Curtis",4,1,58,18
637,1998-05-17,14474,"Bernie F Williams",6,1,163,56
